Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(?),Qs,Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PB
2L,2L4X3X5/8X3/4SLBB,2L4X3X5/8X3/4SLBB,F,27.2,7.98,3.00,–,–,–,–,–,–,–,4.00,–,–,–,–,–,–,0.625,–,–,–,–,–,–,0.867,–,–,0.499,–,6.40,–,–,–,–,5.70,4.90,2.67,0.845,36.2,13.9,8.27,2.13,–,–,–,–,–,–,–,–,–,–,–,–,2.36,0.945,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L4X3X1/2SLBB,2L4X3X1/2SLBB,F,22.2,6.50,3.00,–,–,–,–,–,–,–,4.00,–,–,–,–,–,–,0.500,–,–,–,–,–,–,0.822,–,–,0.406,–,8.00,–,–,–,–,4.79,3.99,2.20,0.858,21.3,8.58,5.32,1.81,–,–,–,–,–,–,–,–,–,–,–,–,2.09,0.925,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L4X3X1/2X3/8SLBB,2L4X3X1/2X3/8SLBB,F,22.2,6.50,3.00,–,–,–,–,–,–,–,4.00,–,–,–,–,–,–,0.500,–,–,–,–,–,–,0.822,–,–,0.406,–,8.00,–,–,–,–,4.79,3.99,2.20,0.858,24.7,9.80,5.90,1.95,–,–,–,–,–,–,–,–,–,–,–,–,2.21,0.933,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L4X3X1/2X3/4SLBB,2L4X3X1/2X3/4SLBB,F,22.2,6.50,3.00,–,–,–,–,–,–,–,4.00,–,–,–,–,–,–,0.500,–,–,–,–,–,–,0.822,–,–,0.406,–,8.00,–,–,–,–,4.79,3.99,2.20,0.858,28.7,11.0,6.56,2.10,–,–,–,–,–,–,–,–,–,–,–,–,2.34,0.940,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L4X3X3/8SLBB,2L4X3X3/8SLBB,F,17.0,4.98,3.00,–,–,–,–,–,–,–,4.00,–,–,–,–,–,–,0.375,–,–,–,–,–,–,0.775,–,–,0.311,–,10.7,–,–,–,–,3.79,3.04,1.70,0.873,16.0,6.32,4.00,1.79,–,–,–,–,–,–,–,–,–,–,–,–,2.08,0.920,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L4X3X3/8X3/8SLBB,2L4X3X3/8X3/8SLBB,F,17.0,4.98,3.00,–,–,–,–,–,–,–,4.00,–,–,–,–,–,–,0.375,–,–,–,–,–,–,0.775,–,–,0.311,–,10.7,–,–,–,–,3.79,3.04,1.70,0.873,18.6,7.26,4.44,1.93,–,–,–,–,–,–,–,–,–,–,–,–,2.20,0.928,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L4X3X3/8X3/4SLBB,2L4X3X3/8X3/4SLBB,F,17.0,4.98,3.00,–,–,–,–,–,–,–,4.00,–,–,–,–,–,–,0.375,–,–,–,–,–,–,0.775,–,–,0.311,–,10.7,–,–,–,–,3.79,3.04,1.70,0.873,21.3,8.19,4.87,2.07,–,–,–,–,–,–,–,–,–,–,–,–,2.32,0.936,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L4X3X5/16SLBB,2L4X3X5/16SLBB,F,14.4,4.18,3.00,–,–,–,–,–,–,–,4.00,–,–,–,–,–,–,0.313,–,–,–,–,–,–,0.750,–,–,0.261,–,12.8,–,–,–,–,3.24,2.56,1.44,0.880,13.2,5.22,3.30,1.78,–,–,–,–,–,–,–,–,–,–,–,–,2.07,0.918,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L4X3X5/16X3/8SLBB,2L4X3X5/16X3/8SLBB,F,14.4,4.18,3.00,–,–,–,–,–,–,–,4.00,–,–,–,–,–,–,0.313,–,–,–,–,–,–,0.750,–,–,0.261,–,12.8,–,–,–,–,3.24,2.56,1.44,0.880,15.2,6.01,3.63,1.91,–,–,–,–,–,–,–,–,–,–,–,–,2.19,0.926,–,0.997,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L4X3X5/16X3/4SLBB,2L4X3X5/16X3/4SLBB,F,14.4,4.18,3.00,–,–,–,–,–,–,–,4.00,–,–,–,–,–,–,0.313,–,–,–,–,–,–,0.750,–,–,0.261,–,12.8,–,–,–,–,3.24,2.56,1.44,0.880,17.7,6.79,4.05,2.06,–,–,–,–,–,–,–,–,–,–,–,–,2.32,0.934,–,0.997,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L4X3X1/4SLBB,2L4X3X1/4SLBB,F,11.6,3.38,3.00,–,–,–,–,–,–,–,4.00,–,–,–,–,–,–,0.250,–,–,–,–,–,–,0.725,–,–,0.211,–,16.0,–,–,–,–,2.66,2.06,1.17,0.887,10.5,4.12,2.62,1.76,–,–,–,–,–,–,–,–,–,–,–,–,2.06,0.915,–,0.998,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L4X3X1/4X3/8SLBB,2L4X3X1/4X3/8SLBB,F,11.6,3.38,3.00,–,–,–,–,–,–,–,4.00,–,–,–,–,–,–,0.250,–,–,–,–,–,–,0.725,–,–,0.211,–,16.0,–,–,–,–,2.66,2.06,1.17,0.887,12.2,4.76,2.91,1.90,–,–,–,–,–,–,–,–,–,–,–,–,2.18,0.924,–,0.912,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L4X3X1/4X3/4SLBB,2L4X3X1/4X3/4SLBB,F,11.6,3.38,3.00,–,–,–,–,–,–,–,4.00,–,–,–,–,–,–,0.250,–,–,–,–,–,–,0.725,–,–,0.211,–,16.0,–,–,–,–,2.66,2.06,1.17,0.887,14.1,5.39,3.22,2.04,–,–,–,–,–,–,–,–,–,–,–,–,2.31,0.932,–,0.912,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X1/2SLBB,2L3-1/2X3X1/2SLBB,F,20.4,6.04,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.500,–,–,–,–,–,–,0.869,–,–,0.431,–,7.00,–,–,–,–,4.65,3.94,2.18,0.877,14.5,6.76,4.14,1.55,–,–,–,–,–,–,–,–,–,–,–,–,1.88,0.892,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X1/2X3/8SLBB,2L3-1/2X3X1/2X3/8SLBB,F,20.4,6.04,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.500,–,–,–,–,–,–,0.869,–,–,0.431,–,7.00,–,–,–,–,4.65,3.94,2.18,0.877,17.3,7.90,4.69,1.69,–,–,–,–,–,–,–,–,–,–,–,–,2.00,0.904,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X1/2X3/4SLBB,2L3-1/2X3X1/2X3/4SLBB,F,20.4,6.04,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.500,–,–,–,–,–,–,0.869,–,–,0.431,–,7.00,–,–,–,–,4.65,3.94,2.18,0.877,20.4,9.03,5.26,1.84,–,–,–,–,–,–,–,–,–,–,–,–,2.13,0.915,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X7/16SLBB,2L3-1/2X3X7/16SLBB,F,18.2,5.34,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.438,–,–,–,–,–,–,0.846,–,–,0.381,–,7.99,–,–,–,–,4.18,3.49,1.94,0.885,12.7,5.82,3.63,1.54,–,–,–,–,–,–,–,–,–,–,–,–,1.88,0.889,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X7/16X3/8SLBB,2L3-1/2X3X7/16X3/8SLBB,F,18.2,5.34,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.438,–,–,–,–,–,–,0.846,–,–,0.381,–,7.99,–,–,–,–,4.18,3.49,1.94,0.885,14.9,6.82,4.04,1.67,–,–,–,–,–,–,–,–,–,–,–,–,1.99,0.901,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X7/16X3/4SLBB,2L3-1/2X3X7/16X3/4SLBB,F,18.2,5.34,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.438,–,–,–,–,–,–,0.846,–,–,0.381,–,7.99,–,–,–,–,4.18,3.49,1.94,0.885,17.7,7.82,4.57,1.82,–,–,–,–,–,–,–,–,–,–,–,–,2.12,0.912,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X3/8SLBB,2L3-1/2X3X3/8SLBB,F,15.8,4.64,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.375,–,–,–,–,–,–,0.823,–,–,0.331,–,9.33,–,–,–,–,3.69,3.04,1.69,0.892,10.7,4.96,3.06,1.52,–,–,–,–,–,–,–,–,–,–,–,–,1.88,0.885,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X3/8X3/8SLBB,2L3-1/2X3X3/8X3/8SLBB,F,15.8,4.64,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.375,–,–,–,–,–,–,0.823,–,–,0.331,–,9.33,–,–,–,–,3.69,3.04,1.69,0.892,12.8,5.83,3.47,1.66,–,–,–,–,–,–,–,–,–,–,–,–,1.99,0.898,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X3/8X3/4SLBB,2L3-1/2X3X3/8X3/4SLBB,F,15.8,4.64,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.375,–,–,–,–,–,–,0.823,–,–,0.331,–,9.33,–,–,–,–,3.69,3.04,1.69,0.892,15.2,6.70,3.92,1.81,–,–,–,–,–,–,–,–,–,–,–,–,2.11,0.910,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X5/16SLBB,2L3-1/2X3X5/16SLBB,F,13.2,3.90,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.313,–,–,–,–,–,–,0.798,–,–,0.279,–,11.2,–,–,–,–,3.16,2.56,1.44,0.900,8.89,4.10,2.54,1.51,–,–,–,–,–,–,–,–,–,–,–,–,1.87,0.883,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X5/16X3/8SLBB,2L3-1/2X3X5/16X3/8SLBB,F,13.2,3.90,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.313,–,–,–,–,–,–,0.798,–,–,0.279,–,11.2,–,–,–,–,3.16,2.56,1.44,0.900,10.6,4.83,2.87,1.65,–,–,–,–,–,–,–,–,–,–,–,–,1.98,0.895,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X5/16X3/4SLBB,2L3-1/2X3X5/16X3/4SLBB,F,13.2,3.90,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.313,–,–,–,–,–,–,0.798,–,–,0.279,–,11.2,–,–,–,–,3.16,2.56,1.44,0.900,12.5,5.56,3.23,1.79,–,–,–,–,–,–,–,–,–,–,–,–,2.11,0.907,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X1/4SLBB,2L3-1/2X3X1/4SLBB,F,10.8,3.16,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.250,–,–,–,–,–,–,0.773,–,–,0.226,–,14.0,–,–,–,–,2.61,2.08,1.17,0.908,7.11,3.22,2.03,1.50,–,–,–,–,–,–,–,–,–,–,–,–,1.87,0.880,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X1/4X3/8SLBB,2L3-1/2X3X1/4X3/8SLBB,F,10.8,3.16,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.250,–,–,–,–,–,–,0.773,–,–,0.226,–,14.0,–,–,–,–,2.61,2.08,1.17,0.908,8.40,3.82,2.28,1.63,–,–,–,–,–,–,–,–,–,–,–,–,1.98,0.893,–,0.965,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X1/4X3/4SLBB,2L3-1/2X3X1/4X3/4SLBB,F,10.8,3.16,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.250,–,–,–,–,–,–,0.773,–,–,0.226,–,14.0,–,–,–,–,2.61,2.08,1.17,0.908,10.0,4.41,2.58,1.78,–,–,–,–,–,–,–,–,–,–,–,–,2.10,0.905,–,0.965,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X2-1/2X1/2SLBB,2L3-1/2X2-1/2X1/2SLBB,F,18.8,5.54,2.50,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.500,–,–,–,–,–,–,0.701,–,–,0.396,–,7.00,–,–,–,–,2.72,2.78,1.51,0.701,14.5,6.65,4.14,1.62,–,–,–,–,–,–,–,–,–,–,–,–,1.82,0.938,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X2-1/2X1/2X3/8SLBB,2L3-1/2X2-1/2X1/2X3/8SLBB,F,18.8,5.54,2.50,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.500,–,–,–,–,–,–,0.701,–,–,0.396,–,7.00,–,–,–,–,2.72,2.78,1.51,0.701,17.2,7.69,4.66,1.76,–,–,–,–,–,–,–,–,–,–,–,–,1.95,0.946,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X2-1/2X1/2X3/4SLBB,2L3-1/2X2-1/2X1/2X3/4SLBB,F,18.8,5.54,2.50,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.500,–,–,–,–,–,–,0.701,–,–,0.396,–,7.00,–,–,–,–,2.72,2.78,1.51,0.701,20.2,8.73,5.21,1.91,–,–,–,–,–,–,–,–,–,–,–,–,2.08,0.953,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X2-1/2X3/8SLBB,2L3-1/2X2-1/2X3/8SLBB,F,14.4,4.24,2.50,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.375,–,–,–,–,–,–,0.655,–,–,0.303,–,9.33,–,–,–,–,2.17,2.13,1.18,0.716,10.7,4.88,3.06,1.59,–,–,–,–,–,–,–,–,–,–,–,–,1.81,0.933,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X2-1/2X3/8X3/8SLBB,2L3-1/2X2-1/2X3/8X3/8SLBB,F,14.4,4.24,2.50,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.375,–,–,–,–,–,–,0.655,–,–,0.303,–,9.33,–,–,–,–,2.17,2.13,1.18,0.716,12.7,5.67,3.44,1.73,–,–,–,–,–,–,–,–,–,–,–,–,1.93,0.941,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X2-1/2X3/8X3/4SLBB,2L3-1/2X2-1/2X3/8X3/4SLBB,F,14.4,4.24,2.50,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.375,–,–,–,–,–,–,0.655,–,–,0.303,–,9.33,–,–,–,–,2.17,2.13,1.18,0.716,15.0,6.47,3.87,1.88,–,–,–,–,–,–,–,–,–,–,–,–,2.07,0.949,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X2-1/2X5/16SLBB,2L3-1/2X2-1/2X5/16SLBB,F,12.2,3.58,2.50,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.313,–,–,–,–,–,–,0.632,–,–,0.256,–,11.2,–,–,–,–,1.87,1.80,1.00,0.723,8.94,4.05,2.55,1.58,–,–,–,–,–,–,–,–,–,–,–,–,1.80,0.930,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X2-1/2X5/16X3/8SLBB,2L3-1/2X2-1/2X5/16X3/8SLBB,F,12.2,3.58,2.50,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.313,–,–,–,–,–,–,0.632,–,–,0.256,–,11.2,–,–,–,–,1.87,1.80,1.00,0.723,10.6,4.72,2.87,1.72,–,–,–,–,–,–,–,–,–,–,–,–,1.92,0.939,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X2-1/2X5/16X3/4SLBB,2L3-1/2X2-1/2X5/16X3/4SLBB,F,12.2,3.58,2.50,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.313,–,–,–,–,–,–,0.632,–,–,0.256,–,11.2,–,–,–,–,1.87,1.80,1.00,0.723,12.5,5.39,3.23,1.87,–,–,–,–,–,–,–,–,–,–,–,–,2.06,0.947,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X2-1/2X1/4SLBB,2L3-1/2X2-1/2X1/4SLBB,F,9.80,2.90,2.50,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.250,–,–,–,–,–,–,0.607,–,–,0.207,–,14.0,–,–,–,–,1.55,1.46,0.819,0.731,7.15,3.19,2.04,1.57,–,–,–,–,–,–,–,–,–,–,–,–,1.80,0.928,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X2-1/2X1/4X3/8SLBB,2L3-1/2X2-1/2X1/4X3/8SLBB,F,9.80,2.90,2.50,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.250,–,–,–,–,–,–,0.607,–,–,0.207,–,14.0,–,–,–,–,1.55,1.46,0.819,0.731,8.38,3.73,2.27,1.70,–,–,–,–,–,–,–,–,–,–,–,–,1.92,0.937,–,0.965,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X2-1/2X1/4X3/4SLBB,2L3-1/2X2-1/2X1/4X3/4SLBB,F,9.80,2.90,2.50,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.250,–,–,–,–,–,–,0.607,–,–,0.207,–,14.0,–,–,–,–,1.55,1.46,0.819,0.731,9.93,4.28,2.56,1.85,–,–,–,–,–,–,–,–,–,–,–,–,2.05,0.944,–,0.965,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X1/2SLBB,2L3X2-1/2X1/2SLBB,F,17.0,5.00,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.500,–,–,–,–,–,–,0.746,–,–,0.417,–,6.00,–,–,–,–,2.58,2.68,1.47,0.718,9.11,4.97,3.04,1.35,–,–,–,–,–,–,–,–,–,–,–,–,1.61,0.905,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X1/2X3/8SLBB,2L3X2-1/2X1/2X3/8SLBB,F,17.0,5.00,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.500,–,–,–,–,–,–,0.746,–,–,0.417,–,6.00,–,–,–,–,2.58,2.68,1.47,0.718,11.1,5.91,3.48,1.49,–,–,–,–,–,–,–,–,–,–,–,–,1.73,0.918,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X1/2X3/4SLBB,2L3X2-1/2X1/2X3/4SLBB,F,17.0,5.00,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.500,–,–,–,–,–,–,0.746,–,–,0.417,–,6.00,–,–,–,–,2.58,2.68,1.47,0.718,13.4,6.85,3.97,1.64,–,–,–,–,–,–,–,–,–,–,–,–,1.86,0.929,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X7/16SLBB,2L3X2-1/2X7/16SLBB,F,15.2,4.44,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.438,–,–,–,–,–,–,0.724,–,–,0.370,–,6.85,–,–,–,–,2.33,2.38,1.31,0.724,7.97,4.32,2.66,1.34,–,–,–,–,–,–,–,–,–,–,–,–,1.60,0.901,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X7/16X3/8SLBB,2L3X2-1/2X7/16X3/8SLBB,F,15.2,4.44,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.438,–,–,–,–,–,–,0.724,–,–,0.370,–,6.85,–,–,–,–,2.33,2.38,1.31,0.724,9.73,5.15,3.05,1.48,–,–,–,–,–,–,–,–,–,–,–,–,1.72,0.914,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X7/16X3/4SLBB,2L3X2-1/2X7/16X3/4SLBB,F,15.2,4.44,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.438,–,–,–,–,–,–,0.724,–,–,0.370,–,6.85,–,–,–,–,2.33,2.38,1.31,0.724,11.8,5.98,3.50,1.63,–,–,–,–,–,–,–,–,–,–,–,–,1.85,0.926,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X3/8SLBB,2L3X2-1/2X3/8SLBB,F,13.2,3.86,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.375,–,–,–,–,–,–,0.701,–,–,0.322,–,8.00,–,–,–,–,2.06,2.07,1.15,0.731,6.73,3.66,2.24,1.32,–,–,–,–,–,–,–,–,–,–,–,–,1.60,0.897,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X3/8X3/8SLBB,2L3X2-1/2X3/8X3/8SLBB,F,13.2,3.86,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.375,–,–,–,–,–,–,0.701,–,–,0.322,–,8.00,–,–,–,–,2.06,2.07,1.15,0.731,8.23,4.39,2.58,1.46,–,–,–,–,–,–,–,–,–,–,–,–,1.72,0.911,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X3/8X3/4SLBB,2L3X2-1/2X3/8X3/4SLBB,F,13.2,3.86,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.375,–,–,–,–,–,–,0.701,–,–,0.322,–,8.00,–,–,–,–,2.06,2.07,1.15,0.731,10.0,5.11,2.96,1.61,–,–,–,–,–,–,–,–,–,–,–,–,1.85,0.923,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X5/16SLBB,2L3X2-1/2X5/16SLBB,F,11.2,3.26,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.313,–,–,–,–,–,–,0.677,–,–,0.272,–,9.58,–,–,–,–,1.78,1.75,0.974,0.739,5.59,3.02,1.86,1.31,–,–,–,–,–,–,–,–,–,–,–,–,1.59,0.893,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X5/16X3/8SLBB,2L3X2-1/2X5/16X3/8SLBB,F,11.2,3.26,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.313,–,–,–,–,–,–,0.677,–,–,0.272,–,9.58,–,–,–,–,1.78,1.75,0.974,0.739,6.85,3.63,2.15,1.45,–,–,–,–,–,–,–,–,–,–,–,–,1.71,0.907,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X5/16X3/4SLBB,2L3X2-1/2X5/16X3/4SLBB,F,11.2,3.26,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.313,–,–,–,–,–,–,0.677,–,–,0.272,–,9.58,–,–,–,–,1.78,1.75,0.974,0.739,8.35,4.24,2.47,1.60,–,–,–,–,–,–,–,–,–,–,–,–,1.84,0.920,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X1/4SLBB,2L3X2-1/2X1/4SLBB,F,9.00,2.64,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.250,–,–,–,–,–,–,0.653,–,–,0.220,–,12.0,–,–,–,–,1.47,1.41,0.794,0.746,4.46,2.38,1.49,1.30,–,–,–,–,–,–,–,–,–,–,–,–,1.59,0.890,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X1/4X3/8SLBB,2L3X2-1/2X1/4X3/8SLBB,F,9.00,2.64,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.250,–,–,–,–,–,–,0.653,–,–,0.220,–,12.0,–,–,–,–,1.47,1.41,0.794,0.746,5.47,2.87,1.72,1.44,–,–,–,–,–,–,–,–,–,–,–,–,1.70,0.904,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X1/4X3/4SLBB,2L3X2-1/2X1/4X3/4SLBB,F,9.00,2.64,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.250,–,–,–,–,–,–,0.653,–,–,0.220,–,12.0,–,–,–,–,1.47,1.41,0.794,0.746,6.59,3.37,1.95,1.58,–,–,–,–,–,–,–,–,–,–,–,–,1.83,0.917,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X3/16SLBB,2L3X2-1/2X3/16SLBB,F,6.78,2.00,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.188,–,–,–,–,–,–,0.627,–,–,0.167,–,16.0,–,–,–,–,1.14,1.07,0.606,0.753,3.33,1.75,1.11,1.29,–,–,–,–,–,–,–,–,–,–,–,–,1.58,0.887,–,0.998,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X3/16X3/8SLBB,2L3X2-1/2X3/16X3/8SLBB,F,6.78,2.00,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.188,–,–,–,–,–,–,0.627,–,–,0.167,–,16.0,–,–,–,–,1.14,1.07,0.606,0.753,4.03,2.12,1.26,1.42,–,–,–,–,–,–,–,–,–,–,–,–,1.70,0.901,–,0.912,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X3/16X3/4SLBB,2L3X2-1/2X3/16X3/4SLBB,F,6.78,2.00,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.188,–,–,–,–,–,–,0.627,–,–,0.167,–,16.0,–,–,–,–,1.14,1.07,0.606,0.753,4.93,2.50,1.46,1.57,–,–,–,–,–,–,–,–,–,–,–,–,1.82,0.914,–,0.912,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
